partNumber,depth,height,length,weight
"PA458-012,PA458-012,024052825688","32.68","4.72","32.68","5.5"
"PA458-013,PA458-013,024052825695","16.54","7.09","25.2","2.65"
"PA458-022,PA458-022,024052825701","37.8","4.72","80.71","11.55"
"PA458-023,PA458-023,024052825718","16.54","7.09","31.89","2.97"
"PA459-001,PA459-001,024052825725","15.75","7.09","15.75","1.32"
"PA459-002,PA459-002,024052825732","16.54","4.72","28.74","5.61"
"PA459-003,PA459-003,024052825749","16.54","7.09","28.74","3.08"
"PA459-011,PA459-011,024052825756","15.75","7.09","15.75","1.32"
"PA459-012,PA459-012,024052825763","32.68","4.72","32.68","5.5"
"PA459-013,PA459-013,024052825770","16.54","7.09","25.2","2.42"
"PA459-022,PA459-022,024052825787","37.8","4.72","80.71","11.77"
"PA459-023,PA459-023,024052825794","16.54","7.09","31.89","2.97"
"PA460-012,PA460-012,024052651898","","","","2.2"
"PA465-001,PA465-001,024052852356","16","7","16","1.35"
"PA465-002,PA465-002,024052852363","27","7","24","4.72"
"PA465-003,PA465-003,024052852370","20","8","24","3.64"
"PA465-011,PA465-011,024052852387","16","7","16","1.21"
"PA465-012,PA465-012,024052852882","27","7","27","5.07"
"PA465-013,PA465-013,024052852394","20","8","27","4.01"
"PA465-022,PA465-022,024052852417","18","7","50","4.62"
"PA50-1,PA50-1,024052463910","","","","2"
"PA50-2,PA50-2,024052478341","","","","1.94"
"PA505-002,PA505-002,024052840230","28.5","5.25","28.5","3.97"
"PA505-003,PA505-003,024052840247","18.5","6.5","18.5","2.09"
"PA507-001,PA507-001,024052840117","15.5","8","15.5","1.43"
"PA507-002,PA507-002,024052840124","27","6.9","24.4","4.85"
"PA507-003,PA507-003,024052840131","21","8.5","26","3.42"
"PA507-011,PA507-011,024052840148","15.5","8","15.5","1.43"
"PA507-012,PA507-012,024052840155","23","6.9","24","3.64"
"PA514-001,PA514-001,024052829730","15.75","6.5","15.75","1"
"PA514-002,PA514-002,024052829747","25.2","5.12","25.2","4"
"PA514-003,PA514-003,024052829754","21.46","9.84","25.2","4"
"PA514-011,PA514-011,024052829761","15.75","6.5","15.75","2.87"
"PA518-001,PA518-001,024052829693","16.14","6.3","16.14","1.57"
"PA518-002,PA518-002,024052829709","26.38","7.87","23.23","5.67"
"PA518-003,PA518-003,024052829716","25.79","8.86","23.62","3.02"
"PA518-011,PA518-011,024052829723","16.14","6.3","16.14","1.57"
"PA518-012,PA518-012,024052839920","18.7","3","19.88","1.786"
"PA518-022,PA518-022,024052839937","17.13","3","54.33","4.34"
"PA539-002,PA539-002,024052468359","19.02","3.94","17.52","1.94"
"PA560-001,PA560-001,024052859126","16.5","5.5","16.5","1.5"
"PA560-002,PA560-002,024052859133","27.9","7.5","24.8","5.1"
"PA560-003,PA560-003,024052859140","19.6","9.84","25.5","3.5"
"PA560-011,PA560-011,024052859157","16.5","5.5","16.5","1.5"
"PA564-001,PA564-001,024052859164","16.5","5.5","16.5","1.5"
"PA564-002,PA564-002,024052859171","27.9","7.5","24.8","5.1"
"PA564-003,PA564-003,024052859188","19.6","9.84","25.5","3.5"
"PA564-011,PA564-011,024052859195","16.5","5.5","16.5","1.5"
"PA564-032,PA564-032,024052859225","18.1","3.74","54.3","4.4"
"PA660-001,PA660-001,024052846416","16","7","16","2"
"PA660-002,PA660-002,024052846423","34.75","8.66","34.75","10"
"PA660-003,PA660-003,024052846430","15","10","33","5.8"
"PA660-013,PA660-013,024052846447","15","10","24","5"
"PA750-001,PA750-001,024052530452","15.75","5.91","15.75","1"
"PA750-003,PA750-003,024052530476","27.17","8.27","21.65","2"
"PA750-012,PA750-012,024052530483","26.38","7.09","25.59","5"
"PA775-001,PA775-001,024052468441","16.5","7.48","16.5","1.15"
"PA782-001,PA782-001,024052468489","16.5","7.48","16.5","1.23"
"PA782-011,PA782-011,024052468519","16.5","7.48","16.5","1.17"
"PA782-021,PA782-021,024052468540","16.5","7.48","16.5","1.12"
"PA783-001,PA783-001,024052651836","","","","1.3"
"PA783-002,PA783-002,024052651843","","","","5"
"PA783-003,PA783-003,024052651850","","","","2.8"
"PA783-012,PA783-012,024052651867","","","","5"
"PA784-001,PA784-001,024052852424","16","7","16","1.19"
"PA784-002,PA784-002,024052852431","28","8","28","6.42"
"PA784-003,PA784-003,024052852448","18","9","28","3.52"
"PA784-011,PA784-011,024052852455","16","7","16","1.19"
"PA784-012,PA784-012,024052852462","28","5.5","77","11.26"
"PA784-022,PA784-022,024052852899","28","8","28","6.42"
"PA791-001,PA791-001,024052468564","16","6.5","16","2"
"PA791-002,PA791-002,024052468571","24","8","28","5"
"PA791-003,PA791-003,024052468588","19","9","24","3"
"PA791-011,PA791-011,024052468595","16","7","16","1"
"PA791-012,PA791-012,024052468601","31.69","8.23","60.43","10.39"
"PA791-013,PA791-013,024052468618","18.5","9","33","4"
"PA791-022,PA791-022,024052468625","21","3.75","19","2"
"PA791-032,PA791-032,024052468632","18","4.25","54.38","5"
"PA791-042,PA791-042,024052852479","25.5","3","78","5"
"PA792-001,PA792-001,024052875157","18.11","5.9","18.11","1.48"
"PA792-002,PA792-002,024052875164","23.82","5.12","27.17","5.18"
"PA792-003,PA792-003,024052875171","18.5","4.72","24.41","2.98"
"PA792-011,PA792-011,024052875188","18.11","5.9","18.11","1.48"
"PA792-012,PA792-012,024052875195","28.54","5.51","59.84","9.48"
"PA792-013,PA792-013,024052875201","18.5","4.72","33.26","3.84"
"PA792-022,PA792-022,024052875218","18.11","2.56","20.47","1.77"
"PA792-032,PA792-032,024052875225","17.72","2.36","54.13","4.34"
"PA798-001,PA798-001,024052859232","15.35","6","15.35","1.45"
"PA798-002,PA798-002,024052859249","23.82","6.69","27.68","4.58"
"PA798-003,PA798-003,024052859256","18.11","7.09","23.62","3.3"
"PA798-011,PA798-011,024052859263","15.35","6","15.35","1.45"
"PA798-012,PA798-012,024052859270","23.62","5.91","24.8","3.83"
"PA798-022,PA798-022,024052859287","19.49","2.17","20.47","1.41"
"PA801-001,PA801-001,024052530490","","","","1.1"
"PA801-002,PA801-002,024052530506","","","","6.09"
"PA801-003,PA801-003,024052530513","","","","4"
"PA801-011,PA801-011,024052530520","","","","1.1"
"PA802-001,PA802-001,024052778809","14.9","6","15.7","1"
"PA802-002,PA802-002,024052778816","24","7.4","26.7","5"
"PA802-003,PA802-003,024052778823","23.6","7.8","25.9","3"
"PA802-012,PA802-012,024052778830","17.7","1.96","19.26","1"
"PA802-022,PA802-022,024052839906","27.17","2.76","77.95","11.26"
"PA802-032,PA802-032,024052839913","14.76","1.97","54.33","3.32"
"PA804-001,PA804-001,024052778922","16","7","16","2.2"
"PA804-002,PA804-002,024052778847","28","7.5","28","6"
"PA804-003,PA804-003,024052778854","19","10","28","6.6"
"PA804-011,PA804-011,024052778861","16","7","16","2.2"
"PA804-012,PA804-012,024052778878","28","7.5","31","8.8"
"PA804-013,PA804-013,024052778885","19","10","36","6.6"
"PA804-022,PA804-022,024052778892","28","7.5","31","8.8"
"PA804-023,PA804-023,024052778908","19","10","36","6.6"
"PA804-032,PA804-032,024052778915","36","7.5","54.25","9.24"
"100-400,100-400,024052509649","54","10","36","13"
"100-401,100-401,024052509656","55","8","38","13"
"100-402,100-402,024052509663","57","10","35.5","14"
"100-403,100-403,024052509670","48","10.5","38.5","12"
"100-404,100-404,024052509687","50","9.5","38.25","10"
"100-405,100-405,024052509694","50.5","9.5","31","9"
"100-406,100-406,024052509700","50.5","10","30.75","10"
"100-407,100-407,024052509717","58.25","8","42","14"
"100-408,100-408,024052749809","55.5","8","37.5","15"
"100-409,100-409,024052749816","55.5","8","37.5","16"
"100-410,100-410,024052749823","54.49","8","37.99","17"
"100-411,100-411,024052749830","48.5","8","25","11"
"100-412,100-412,024052749847","50","8","25.98","11"
"100-413,100-413,024052749854","54.02","9","36.02","18"
"100-414,100-414,024052749861","57.48","7.25","32.01","13"
"100-415,100-415,024052749878","67.99","8","24.53","15"
"100-416,100-416,024052749885","67.99","8","24.53","15"
"100-417,100-417,024052749892","55","7.25","29.76","11"
"100-418,100-418,024052749908","47.99","7.5","29.49","10"
"100-419,100-419,024052749915","47.99","7.5","29.49","10"
"100-420,100-420,024052749922","47.99","7.5","29.49","12"
"100-421,100-421,024052749939","47.99","7.5","29.49","12"
"100-422,100-422,024052749946","47.99","7.5","29.49","12"
"100-423,100-423,024052749953","47.99","7.5","29.49","11"
"100-424,100-424,024052749960","47.99","7.5","29.49","12"
"100-425,100-425,024052749977","47.99","7.5","29.49","12"
"100-426,100-426,024052749984","52.01","8","25.98","12"
"100-427,100-427,024052749991","52.01","8","25.98","12"
"100-428,100-428,024052750027","52.01","8","25.98","12"
"100-429,100-429,024052750034","55.5","8","34.25","16"
"100-430,100-430,024052750041","47.76","7.5","25","10"
"100-431,100-431,024052750058","57.01","7","29.02","11"
"100-432,100-432,024052750065","54.49","7.25","29.49","11"
"100-433,100-433,024052750072","68.5","8","24.02","15"
"100-434,100-434,024052750089","54.02","8","30","14"
"100-435,100-435,024052750096","68.5","8","26.5","16"
"100-436,100-436,024052750102","57.48","7.25","30.51","12"
"100-437,100-437,024052750119","46","8","26.5","11"
"100-438,100-438,024052750126","46","8","26.5","11"
"100-439,100-439,024052750133","52.52","7.5","25.98","11"
"100-440,100-440,024052750140","52.52","7.5","25.98","12"
"100-441,100-441,024052750164","35.25","8.5","71","20"
"100-442,100-442,024052750171","50.75","8","26.5","12"
"100-443,100-443,024052750188","57.01","7.25","34.49","14"
"100-444,100-444,024052750195","54.72","7.5","27.56","13"
"100-445,100-445,024052750201","39.25","8.5","54.49","20"
"100-446,100-446,024052750218","47.99","7.5","35.99","12"
"100-447,100-447,024052750225","47.99","7.5","35.99","12"
"100-448,100-448,024052750232","55.98","4.75","30.98","8"
"100-449,100-449,024052750249","72.01","6.25","29.92","14"
"100-450,100-450,024052750256","72.01","6.25","29.92","14"
"100-451,100-451,024052750263","72.01","7.5","29.92","18"
"100-452,100-452,024052750270","52.01","6.75","25","8"
"100-453,100-453,024052750287","62.01","8","32.76","18"
"100-454,100-454,024052750294","58.5","5.5","33.5","11"
"100-456,100-456,024052750317","52.99","5.5","26.54","8"
"100-457,100-457,024052750324","56.5","5.5","33.5","11"
"100-458,100-458,024052750331","47","7.5","35","13"
"100-459,100-459,024052750348","52.99","8","35","16"
"100-460,100-460,024052750355","48.5","7.5","23.5","9"
"100-461,100-461,024052750362","48.5","7.5","23.5","10"
"100-462,100-462,024052750379","48.5","7.5","23.5","9"
"100-463,100-463,024052750386","55.98","8.5","37.48","17"
"100-464,100-464,024052750393","55.98","8.5","37.48","17"
"100-465,100-465,024052750409","50.24","8","37.99","16"
"100-466,100-466,024052750416","55","8","35.47","16"
"100-467,100-467,024052750423","48.5","7.5","24.49","10"
"100-468,100-468,024052750430","48.5","7.5","24.49","10"
"100-469,100-469,024052750447","48.5","7.5","24.49","10"
"100-470,100-470,024052750454","54.02","7.25","30.98","12"
"100-471,100-471,024052750461","61.1","8.5","40.24","19"
"100-472,100-472,024052750478","61.1","8.5","40.24","19"
"100-473,100-473,024052750485","52.99","7.5","25","11"
"100-474,100-474,024052750492","54.49","8","36.54","16"
"100-475,100-475,024052750508","54.49","8","38.27","17"
"100-476,100-476,024052750515","54.02","8","29.02","14"
"100-477,100-477,024052750522","54.02","8","29.02","14"
"100-478,100-478,024052750539","54.02","8","29.02","14"
"100-479,100-479,024052750546","54.02","8","29.02","14"
"100-480,100-480,024052750553","47.99","7.5","27.99","10"
"100-481,100-481,024052750560","47.99","7.5","27.99","10"
"100-482,100-482,024052750577","48.5","8","29.02","12"
"100-483,100-483,024052750584","60.75","8","34.02","18"
"100-484,100-484,024052750591","60.75","8","34.02","18"
"100-485,100-485,024052750607","60.75","8","34.02","18"
"100-486,100-486,024052750614","60.75","8","34.02","18"
"100-487,100-487,024052750621","46","6.75","25","8"
"100-488,100-488,024052750638","55.98","8","36.89","17"
"100-489,100-489,024052750645","46","8.5","26.5","10"
"100-490,100-490,024052750652","46","8.5","26.5","10"
"100-491,100-491,024052750669","46","8.5","26.5","10"
"100-492,100-492,024052750676","46","8.5","26.5","10"
"100-493,100-493,024052750683","46","8.5","26.5","10"
"100-494,100-494,024052750690","43","7.5","24","9"
"100-495,100-495,024052750706","48.5","8","23.5","10"
"100-496,100-496,024052750713","48.5","8","23.5","10"
"100-497,100-497,024052750720","46.14","8","22.24","9"
"100-498,100-498,024052750737","52.01","7.5","25","11"
"100-499,100-499,024052760347","61.72","10","47.25","14"
"100-500,100-500,024052765526","56.5","10","39.21","11"
"100-501,100-501,024052765533","61","12","39.5","14"
"100-502,100-502,024052765540","59","10","44.5","11"
"100-503,100-503,024052765557","58.25","8.5","41.25","9"
"100-504,100-504,024052765564","52.5","9","52.5","14"
"100-505,100-505,024052765571","59","10.5","46.75","13"
"100-506,100-506,024052765588","70.5","10","39.76","11"
"100-507,100-507,024052765595","36","8","54.72","7"
"100-508,100-508,024052765601","56.54","10","38.5","6"
"100-509,100-509,024052765618","59","10","42","10"
"100-510,100-510,024052765625","37.5","3.5","37.5","3"
"100-514,100-514,024052779233","59","10.5","46.75","13"
"100-515,100-515,024052779240","48","10","39.25","9"
"100-516,100-516,024052779257","57","10","36.5","11"
"100-517,100-517,024052779264","59","10","44.5","11"
"100-518,100-518,024052779271","57.25","7.5","49.5","14"
"100-519,100-519,024052779288","70","10","39.75","11"
"100-520,100-520,024052786125","38.5","10","56.54","17"
"100-521,100-521,024052786132","75.35","10.5","39.29","18"
"100-522,100-522,024052786149","56.5","10","37","16"
"100-523,100-523,024052786156","70","9.5","38.23","16"
"100-524,100-524,024052786163","75.35","10.5","39.29","18"
"100-526,100-526,024052791853","73","1.5","47","5"
"100-527,100-527,024052791860","58","4","45","5"
"100-528,100-528,024052792133","55.12","5","39.37","9"
"100-529,100-529,024052792140","55.12","5","39.37","9"
"100-530,100-530,024052792157","56.26","8.5","52.99","19"
"100-531,100-531,024052793727","73.46","3","47.48","5"
"100-532,100-532,024052793734","57.48","4","44.49","10"
"100-533,100-533,024052801866","50","9.5","37.24","13"
"100-534,100-534,024052801873","48.5","9.5","37.99","12"
"100-535,100-535,024052816457","56.73","10","38.5","16"
"100-536,100-536,024052819496","60.98","13","50.51","29"
"100-537,100-537,024052838817","32.01","10","71.5","17"
"100-538,100-538,024052839067","49.96","10","30.2","10"
"100-539,100-539,024052839258","52.52","11","52.52","21"
"100-540,100-540,024052845587","52.52","11","52.52","23"
"100-541,100-541,024052845877","60.98","13","52.48","24"
"100-542,100-542,024052845884","23.5","5.5","32.01","4"
"100-543,100-543,024052845891","50.51","9.5","30.51","9"
"100-544,100-544,024052845907","41.77","10.5","44.96","4"
"100-545,100-545,024052846928","60.98","13","40","18"
"100-546,100-546,024052855005","54.02","8","29.02","14"
"100-547,100-547,024052855012","54.02","9","36.02","18"
"100-548,100-548,024052855029","61","12","39.5","14"
"100-549,100-549,024052855036","60.98","13","40","18"
"100-550,100-550,024052855043","60.98","13","52.48","24"
"100-551,100-551,024052855050","47.99","7.5","29.49","12"
"100-552,100-552,024052855067","36","8","54.72","7"
"100-553,100-553,024052855074","60.75","8","34.02","18"
"100-554,100-554,024052855081","60.98","13","50.51","29"
"100-555,100-555,024052855098","50","9.5","37.24","13"
"100-556,100-556,024052855104","56.73","10","38.5","16"
"100-557,100-557,024052855111","57.25","7.5","49.5","14"
"100-558,100-558,024052855128","48.23","10.63","38.78","11"
"100-559,100-559,024052855135","50","7.52","36.5","11"
"100-560,100-560,024052855142","50","7.52","36.5","11"
"100-561,100-561,024052855159","50.12","10.16","36.26","11"
"100-562,100-562,024052855166","50.12","10.16","36.26","11"
"100-563,100-563,024052855173","54.72","7.99","37.99","13"
"100-564,100-564,024052855180","54.72","7.99","37.99","13"
"100-565,100-565,024052855197","55.63","12.6","38.74","14"
"100-566,100-566,024052855203","55.63","12.6","38.74","14"
"100-567,100-567,024052855210","56.61","10.63","39.09","14"
"100-568,100-568,024052855227","56.61","10.63","39.09","14"
"100-569,100-569,024052855234","56.61","10.63","39.09","17"
"100-570,100-570,024052855241","56.61","10.63","39.09","17"
"100-571,100-571,024052855258","50.24","10.16","37.48","11"
"100-572,100-572,024052855265","50.24","10.16","37.48","11"
"100-573,100-573,024052855272","50.12","10.16","41.22","12"
"100-574,100-574,024052855289","50.12","10.16","41.22","12"
"100-575,100-575,024052855296","50.98","9.53","37.24","11"
"100-576,100-576,024052855302","50.98","9.53","37.24","11"
"100-577,100-577,024052855319","56.77","10.63","38.74","14"
"100-578,100-578,024052855326","56.77","10.63","38.74","14"
"100-579,100-579,024052855333","58.5","12","37.52","15"
"100-580,100-580,024052855340","58.5","12","37.52","15"
"100-581,100-581,024052855357","58.5","12","41.5","17"
"100-582,100-582,024052855364","58.5","12","41.5","17"
"100-583,100-583,024052855371","60.94","14.13","48.62","23"
"100-584,100-584,024052855388","60.94","14.13","48.62","23"
"100-585,100-585,024052864007","27.52","10.98","71.5","12"
"100-586,100-586,024052869330","47.99","10","38.78","10"
"100-587,100-587,024052878226","58.5","12","40.28","17"
"100-588,100-588,024052878233","58.5","12","40.28","17"
"100-589,100-589,024052878592","57.13","10.5","38.5","7"
"100-590,100-590,024052878608","57.13","10.5","38.5","7"
"100-591,100-591,024052878615","51.02","9.5","35.47","11"
"100-592,100-592,024052884456","59.09","13.6","46.46","21"
"100-593,100-593,024052884463","59.09","13.6","46.46","21"
"100-594,100-594,024052884470","54.02","10","34.49","13"
"100-595,100-595,024052884487","52.01","10","37.01","12"
"100-596,100-596,024052884494","50.51","9.52","32.01","10"
"100-597,100-597,024052884500","52.01","10","36.22","12"
"100-598,100-598,024052884517","55.75","8.5","65","24"
